ID;NOME;CODIGO;CATEGORIA;UNIDADE
1457;PASSATEMPO BISCOITO RECHEADO CHOCOLATE 130G;7891000241356;DOCES;UN
1619;PESSEGO DEL VALLE CAIXA 1L;7898341430036;BEBIDA NÃO ALCÓLICA;UN
143;PICOLE SABOR ABACAXI;602883221468;DOCES;UN
151;PICOLE SABOR CHOCOLATE;602883221314;DOCES;UN
147;PICOLE SABOR COCO;602883221253;DOCES;UN
150;PICOLE SABOR DOCE DE LEITE;602883221116;DOCES;UN
149;PICOLE SABOR LEITE CONDENSADO;6028832210552;DOCES;UN
141;PICOLE SABOR LIMAO;602883221536;DOCES;UN
138;PICOLE SABOR MALTINE;602883221369;DOCES;UN
154;PICOLE SABOR MANGA;6028832215984;DOCES;UN
153;PICOLE SABOR MARACUJA;602883221604;DOCES;UN
146;PICOLE SABOR MEIO AMARGO;602883221321;DOCES;UN
155;PICOLE SABOR MORANGO;602883221291;DOCES;UN
126;PICOLE SABOR SABORITO SABORITO;6028832215434;DOCES;UN
145;PICOLE SABOR TRUFA;602883220973;DOCES;UN
144;PICOLE SABOR UVA;602883221567;DOCES;UN
84;PIPOCA DE MICROO PACHA MANTEIGA SUAVE 100G;7896602901004;SALGADOS E SNACKS;UN
85;PIPOCA DE MICROO PACHA NATURAL 100G;7896602901011;SALGADOS E SNACKS;UN
285;PIZZA PRADELA CALABRESA;0618231775101;ARTESANAIS;UN
287;PIZZA PRADELA CALABRESA;618231775101;ARTESANAIS;UN
296;PIZZA PRADELA NAPOLITANA;618231775125;ARTESANAIS;UN
1607;POLPA DE FRUTA DOCE MEL GRAVIOLA 100G;7897553100133;FRIOS E LATICINIOS;UN
1609;POLPA DE MARACUJÁ DOCE MEL 100G;7897553100034;FRIOS E LATICINIOS;UN
1608;POLPA DE UVA DOCE MEL 100G;7897553100164;FRIOS E LATICINIOS;UN
244;PRATO DESCARTAVEL 15 CM  COPOZAN;7896123402363;DESCARTÁVEIS E UTILIDADES;UN
29;PRATO PLASTICO RASO 10 UN 15CM;7896322700031;DESCARTÁVEIS E UTILIDADES;UN
182;PRE TREINO NUCLEAR GEL GUARANA 25G;7897104925437;SUPLEMENTOS;UN
221;PRE TREINO TERMOGENICO SUPERCOFFE MONARKA 200G;7904998127509;SUPLEMENTOS;UN
1446;PRESUNTO AURORA 180 G;7891164007164;FRIOS E LATICINIOS;UN
229;PROTETOR BUCAL COM ESTOJO;10010;MATERIAIS ESPORTIVOS;UN
1606;QUEIJO MUSSARELA FATIADO ITAMBE BDJ 150G;7896051165446;FRIOS E LATICINIOS;UN
1444;QUEIJO MUSSARELA MANDAKA 150G;7898920188709;FRIOS E LATICINIOS;UN
1562;QUEIJO RALADO TRADICIONAL IPANEMA 40G;7896114101817;FRIOS E LATICINIOS;UN
1603;REDBULL 250 ML;611269991000;BEBIDA NÃO ALCÓLICA;UN
102;REFRIGERANTE COCA COLA 1,5 L;7894900027129;BEBIDA NÃO ALCÓLICA;UN
1613;REFRIGERANTE COCA COLA GARRAFA 600ML;7894900011609;BEBIDA NÃO ALCÓLICA;UN
56;REFRIGERANTE COCA COLA ZERO ACUCAR LATA 220ML;7894900700398;BEBIDA NÃO ALCÓLICA;UN
103;REFRIGERANTE GUARANA ANTARCTICA LATA 269ML;7891991012867;BEBIDA NÃO ALCÓLICA;UN
100;REFRIGERANTE GUARANA ANTARCTICA ZERO ACUCAR LATA 269 ML;7891991011235;BEBIDA NÃO ALCÓLICA;UN
1471;RENATA EXPRESS CREMOSO MACARRAO INSTANTANEO FRANGO 88G;7896022203849;MERCEARIA;UN
1473;RENATA EXPRESS MACARRAO INSTANTANEO LEGUMES 85G;7896022201937;MERCEARIA;UN
1594;REQUEIJAO LIGHT POLENGHI 200G X 12UN;7891143013919;FRIOS E LATICINIOS;UN
1354;ROLO DE ALUMINIO 4X30CM;7898930672434;HIGIENE E LIMPEZA;UN
1545;SACO LIXO DOVER  15L C/60;7896082820406;HIGIENE E LIMPEZA;UN
1634;SAL REF. PIRAMIDE 1KG;7896110100319;MERCEARIA;UN
290;SALG FANDANGOS QUEIJO 105G;7892840822897;SALGADOS E SNACKS;UN
1622;SALG YOKITOS 45G(QUEIJO/LUA)**;7891095023240;SALGADOS E SNACKS;UN
254;SALGADINHO CHEETOS ONDA REQUEIJAO 90G;7892840825003;SALGADOS E SNACKS;UN
37;SALGADINHO DORITOS QUEIJO NACHO 75G;7892840822347;SALGADOS E SNACKS;UN
