ID;NOME;CODIGO;CATEGORIA;UNIDADE
232;TORRADA CROCANTISSIMO PEITO DE PERU COM REQUEIJAO 40G;7896002365963;SALGADOS E SNACKS;UN
78;TORRADA CROCANTISSIMO QUEIJO E CEBOLA 40G;7896002364768;SALGADOS E SNACKS;UN
77;TORRADA CROCANTISSIMO SALAME E LIMAO 40G;7896002301398;SALGADOS E SNACKS;UN
1584;TORTA DE FRANGO COM REQUEIJAO FM 180 G;7896074603192;FRIOS E LATICINIOS;UN
235;TRIDENT CANELA 8G;7895800304235;DOCES;UN
7;TRIDENT HORTELA 8G;7895800304211;DOCES;UN
212;TRIDENT TUTTI FRUTTI 8G;7895800430002;DOCES;UN
1615;UVA DEL VALLE CAIXA 1L;7898341430098;BEBIDA NÃO ALCÓLICA;UN
1559;VANISH WHITE LIQ REFIL 500 ML;7891035040436;HIGIENE E LIMPEZA;UN
1579;VEJA BANHEIRO CLORO ATIVO 500ML;7891035209505;HIGIENE E LIMPEZA;UN
1580;VEJA DESENGORDURANTE 500ML;7891035215537;HIGIENE E LIMPEZA;UN
1567;VEJA LAVANDA 1 L;7891035249013;HIGIENE E LIMPEZA;UN
1578;VEJA MULTIUSO  500ML;7891035210006;HIGIENE E LIMPEZA;UN
1568;VEJA PERFUMES NAT FLORES E SONHOS 1L;7891035215339;HIGIENE E LIMPEZA;UN
1628;VINAGRE PEIXE ALCOOL COLORIDO 750 ML;7896089322040;MERCEARIA;UN
26;WAFFER PASSATEMPO CHOCOLATE 20G;7891000081242;DOCES;UN
1602;WAFFLE WAAW TRADICIONAL 210G;7896074607107;FRIOS E LATICINIOS;UN
220;WHEY MULHER MONARKA SABORES 500G;7891239992517;SUPLEMENTOS;UN
215;WHEY PROTEIN ORIGINAL NUTRITION SABOR BAUNILHA  900G;7908589903855;SUPLEMENTOS;UN
